# 90prime spectral response curves
# compiled by C. W. Engelbracht, March 2009
# filter: Washington M
# 3 (filter * Q.E.) response curves are listed:
#    blue (chips 1 and 4), broadband (chips 2 and 3),
#    and average [(blue + broadband) / 2)]
# wavelength (nm)        filter    filt.*blue    filt.*broadband       average
            653.2         0.001         0.001              0.001         0.001
            653.6         0.001         0.001              0.001         0.001
            654.0         0.001         0.001              0.001         0.001
            654.4         0.001         0.001              0.001         0.001
            654.8         0.001         0.001              0.001         0.001
            655.2         0.001         0.001              0.001         0.001
            655.6         0.001         0.001              0.001         0.001
            656.0         0.001         0.001              0.001         0.001
            656.4         0.001         0.001              0.001         0.001
            656.8         0.001         0.001              0.001         0.001
            657.2         0.001         0.001              0.001         0.001
            657.6         0.001         0.001              0.001         0.001
            658.0         0.001         0.001              0.001         0.001
            658.4         0.001         0.001              0.001         0.001
            658.8         0.001         0.001              0.001         0.001
            659.2         0.001         0.001              0.001         0.001
            659.6         0.001         0.000              0.001         0.001
            660.0         0.001         0.000              0.001         0.000
            660.4         0.001         0.000              0.001         0.000
            660.8         0.001         0.000              0.000         0.000
            661.2         0.001         0.000              0.000         0.000
            661.6         0.000         0.000              0.000         0.000
            662.0         0.000         0.000              0.000         0.000
            662.4         0.000         0.000              0.000         0.000
            662.8         0.000         0.000              0.000         0.000
            663.2         0.000         0.000              0.000         0.000
            663.6         0.000         0.000              0.000         0.000
            664.0         0.000         0.000              0.000         0.000
            664.4         0.000         0.000              0.000         0.000
            664.8         0.000         0.000              0.000         0.000
            665.2         0.000         0.000              0.000         0.000
            665.6         0.000         0.000              0.000         0.000
            666.0         0.000         0.000              0.000         0.000
            666.4         0.000         0.000              0.000         0.000
            666.8         0.000         0.000              0.000         0.000
            667.2         0.000         0.000              0.000         0.000
            667.6         0.000         0.000              0.000         0.000
            668.0         0.000         0.000              0.000         0.000
            668.4         0.000         0.000              0.000         0.000
            668.8         0.000         0.000              0.000         0.000
            669.2         0.000         0.000              0.000         0.000
            669.6         0.000         0.000              0.000         0.000
            670.0         0.000         0.000              0.000         0.000
